,NPA,Vacant_Land,Vacant_Land_Area,Commercial_Construction,Commercial_Construction_Permitted_Units,Commercial_Size,Commercial_Size_Total,Commercial_Building_Age,Impervious_Surface,Impervious_Surface_Area,Adopt_a_Stream,Adopt_a_Stream_Length,Pharmacy_Proximity,Pharmacy_Proximate_Units,Housing_Density,Housing_Units,Single_Family_Housing,Single_Family_Units,Housing_Size,Housing_Age,New_Residential,New_Residential_Permit_Units,Residential_Renovation,Residential_Renovation_Permit_Units,Foreclosures,Foreclosed_Units,Housing_Violations,Housing_Violations_Total,Street_Connectivity,Transit_Proximity,Transit_Proximate_Units,Violent_Crime_Rate,Property_Crime_Rate,Combined_Crime_Rate,Violent_Crime_Rate_Log2,Property_Crime_Rate_Log2,Violent_Crime_Rate_Class,Property_Crime_Rate_Class
172,176.0,2.1,,0.21,1.0,1615.0,3229.0,16.0,89,19.0,0.0,0.0,28.0,326.0,2.5,1163,84.0,972.0,2482.0,20.0,0.43,2.0,4.27,20.0,0.2,2.0,0.26,3.0,1.11,29.0,343.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
173,177.0,1.5,7.0,0.2,1.0,468.0,468.0,33.0,77,15.2,56.59,2.49,23.0,184.0,1.6,792,73.0,578.0,2763.0,35.0,1.18,6.0,5.72,29.0,0.1,1.0,0.13,1.0,1.1,98.0,780.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
174,178.0,16.9,343.0,2.91,59.0,54678.0,5850572.0,23.0,378,18.7,53.2,2.99,22.0,287.0,0.6,1311,13.0,167.0,1549.0,47.0,10.92,221.0,0.64,13.0,0.0,0.0,0.31,4.0,1.2,78.0,1025.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
175,179.0,3.9,19.0,1.0,5.0,6559.0,45911.0,40.0,91,18.1,100.0,1.69,24.0,158.0,1.3,660,96.0,635.0,2526.0,50.0,1.79,9.0,9.37,47.0,0.2,1.0,0.15,1.0,1.16,72.0,478.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
176,180.0,12.4,37.0,4.01,12.0,12568.0,377042.0,38.0,65,21.7,100.0,0.12,4.0,22.0,1.7,520,100.0,520.0,1491.0,32.0,0.0,0.0,2.0,6.0,0.9,4.0,2.12,11.0,1.11,92.0,476.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
177,181.0,2.7,28.0,0.59,6.0,24750.0,148502.0,21.0,167,16.4,100.0,5.19,45.0,574.0,1.2,1267,55.0,690.0,3390.0,27.0,0.0,0.0,3.33,34.0,0.4,4.0,0.16,2.0,1.07,70.0,892.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
178,182.0,5.9,13.0,9.64,21.0,28762.0,345143.0,37.0,40,18.4,,,0.0,0.0,1.2,268,82.0,219.0,1215.0,30.0,0.0,0.0,2.75,6.0,0.5,1.0,2.99,8.0,1.26,100.0,268.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
179,183.0,19.3,43.0,0.0,0.0,8562.0,25686.0,26.0,38,17.0,,,16.0,57.0,1.6,350,49.0,172.0,1488.0,42.0,0.0,0.0,0.9,2.0,0.0,0.0,2.0,7.0,1.0,98.0,342.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
180,184.0,1.8,4.0,0.43,1.0,8955.0,53732.0,60.0,37,15.8,100.0,1.16,85.0,586.0,2.9,689,100.0,689.0,1474.0,61.0,7.27,17.0,18.38,43.0,0.2,1.0,0.15,1.0,1.36,100.0,689.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
181,185.0,6.9,9.0,58.95,77.0,13467.0,228931.0,28.0,61,46.7,,,100.0,1367.0,10.4,1367,0.0,1.0,,,0.0,0.0,0.0,0.0,,,0.37,5.0,1.03,100.0,1367.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
182,186.0,8.8,56.0,0.63,4.0,49514.0,396110.0,28.0,99,15.6,46.72,3.13,34.0,280.0,1.3,828,98.0,811.0,1469.0,31.0,0.47,3.0,1.73,11.0,1.6,13.0,0.72,6.0,1.07,73.0,602.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
183,187.0,0.9,1.0,1.9,3.0,52182.0,156547.0,6.0,44,27.9,,,77.0,312.0,2.6,405,77.0,310.0,2726.0,17.0,0.0,0.0,4.43,7.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
184,188.0,9.0,32.0,0.0,0.0,8041.0,16081.0,16.0,48,13.2,,,69.0,508.0,2.0,732,44.0,324.0,2829.0,21.0,11.01,40.0,2.75,,0.0,0.0,0.14,1.0,1.15,0.0,0.0,1.74314159734,1.74314159734,1.74314159734,1.3202808782,1.3202808782,1.0,1.0
185,189.0,0.0,0.0,3.65,3.0,4591.0,9181.0,18.0,20,24.4,100.0,0.2,88.0,400.0,5.5,453,12.0,53.0,4185.0,17.0,0.0,0.0,3.65,3.0,0.0,0.0,0.44,2.0,1.05,100.0,453.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
186,190.0,11.8,78.0,1.2,8.0,26390.0,1055602.0,41.0,103,15.5,,,0.0,0.0,0.6,382,99.0,379.0,1087.0,32.0,0.45,3.0,0.0,0.0,0.8,3.0,3.14,12.0,1.19,100.0,382.0,6.97256638936,15.6882743761,11.3304203827,2.6405617564,3.9608426346,2.0,3.0
187,191.0,,43.0,0.0,0.0,6038.0,30189.0,31.0,54,12.7,44.95,1.47,54.0,514.0,2.2,945,63.0,599.0,2008.0,23.0,0.0,0.0,2.36,,0.5,4.0,0.11,1.0,1.07,23.0,216.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
188,192.0,23.8,331.0,1.44,20.0,16842.0,707355.0,21.0,172,12.4,0.0,0.0,0.0,0.0,0.7,1030,61.0,631.0,2534.0,14.0,5.61,78.0,1.15,16.0,0.6,4.0,0.0,0.0,1.18,85.0,873.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
189,193.0,1.4,4.0,2.29,7.0,17761.0,426274.0,42.0,82,26.9,37.59,1.09,64.0,365.0,1.9,567,61.0,344.0,2758.0,49.0,0.66,2.0,10.16,31.0,0.2,1.0,0.53,3.0,1.19,100.0,567.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
190,194.0,3.9,29.0,0.81,6.0,11586.0,104277.0,24.0,119,16.2,56.46,2.01,23.0,231.0,1.4,1014,74.0,748.0,3962.0,24.0,5.7,42.0,6.79,50.0,0.1,1.0,0.0,0.0,1.05,71.0,723.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
191,195.0,44.5,483.0,0.0,0.0,2364.0,7093.0,16.0,68,6.3,0.0,0.0,0.0,0.0,0.8,851,50.0,429.0,2565.0,15.0,0.28,3.0,0.92,,0.3,2.0,0.0,0.0,1.15,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
192,196.0,12.6,121.0,0.62,6.0,10734.0,85874.0,43.0,71,7.4,0.0,0.0,41.0,300.0,0.8,738,71.0,521.0,1976.0,19.0,0.31,3.0,0.62,6.0,2.2,16.0,0.68,5.0,1.14,87.0,640.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
193,197.0,6.8,22.0,0.94,3.0,3269.0,3269.0,23.0,54,17.0,0.0,0.0,0.0,3.0,3.1,993,43.0,431.0,1827.0,35.0,0.0,0.0,1.26,4.0,1.1,7.0,1.01,,1.13,88.0,871.0,1.74314159734,1.74314159734,1.74314159734,1.3202808782,1.3202808782,1.0,1.0
194,198.0,7.1,23.0,0.31,1.0,5021.0,15063.0,38.0,50,15.7,36.99,1.18,0.0,0.0,2.6,816,44.0,357.0,2838.0,38.0,1.25,4.0,5.32,17.0,0.0,0.0,0.12,1.0,1.09,100.0,816.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
195,199.0,13.3,51.0,4.17,16.0,41048.0,1354568.0,33.0,122,31.8,,,0.0,0.0,3.4,1296,23.0,297.0,1576.0,12.0,0.0,0.0,2.87,11.0,2.1,8.0,5.63,73.0,1.16,100.0,1296.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
196,200.0,5.1,5.0,10.03,9.0,25845.0,387678.0,49.0,41,45.7,100.0,0.68,0.0,0.0,2.7,240,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.0,1.18,100.0,240.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
197,201.0,3.4,28.0,0.0,0.0,1940.0,13577.0,30.0,129,15.7,92.94,3.95,24.0,281.0,1.4,1153,57.0,659.0,4072.0,22.0,1.82,15.0,5.23,43.0,0.1,1.0,0.09,1.0,1.11,96.0,1104.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
198,202.0,1.8,5.0,0.78,2.0,27563.0,82688.0,34.0,56,21.9,100.0,1.94,4.0,32.0,2.8,713,63.0,447.0,1477.0,36.0,0.0,0.0,3.13,8.0,1.4,6.0,1.12,8.0,1.0,99.0,705.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
199,203.0,36.8,192.0,0.38,2.0,462.0,462.0,15.0,44,8.4,0.0,0.0,0.0,0.0,1.3,676,82.0,556.0,2260.0,16.0,8.45,44.0,1.34,7.0,0.6,4.0,0.0,0.0,1.16,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
200,204.0,13.0,32.0,7.19,18.0,39296.0,550148.0,,81,32.4,100.0,0.98,99.0,614.0,2.5,618,59.0,363.0,2162.0,15.0,6.39,16.0,2.4,6.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
201,205.0,28.6,101.0,0.0,0.0,,,,38,10.8,0.0,0.0,0.0,0.0,0.9,315,100.0,315.0,3663.0,26.0,1.13,4.0,3.68,13.0,0.3,1.0,0.0,0.0,1.04,56.0,177.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
202,206.0,0.2,0.0,0.0,0.0,7388.0,14775.0,27.0,31,22.7,,,71.0,400.0,4.2,566,51.0,289.0,2297.0,22.0,0.0,0.0,10.99,15.0,0.0,0.0,0.0,0.0,1.12,100.0,566.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
203,207.0,12.9,66.0,5.52,28.0,50736.0,1927970.0,13.0,172,33.9,0.0,0.0,0.0,0.0,2.9,1494,0.0,5.0,2260.0,8.0,0.79,4.0,0.79,4.0,0.0,0.0,0.0,0.0,1.33,100.0,1494.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
204,208.0,1.7,9.0,0.0,0.0,,,,113,22.1,100.0,1.12,0.0,0.0,1.4,731,96.0,701.0,3743.0,46.0,1.56,8.0,12.49,64.0,0.0,0.0,0.0,0.0,1.2,97.0,706.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
205,209.0,20.2,169.0,0.84,7.0,6399.0,31993.0,16.0,84,,50.5,2.02,9.0,123.0,1.7,1443,78.0,1132.0,1977.0,16.0,3.22,27.0,0.72,6.0,0.9,11.0,0.69,,1.14,68.0,988.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
206,210.0,10.6,18.0,4.61,8.0,71593.0,1217075.0,18.0,71,40.9,100.0,1.52,100.0,1500.0,8.6,1504,0.0,3.0,,,6.92,12.0,2.31,4.0,0.0,0.0,0.0,0.0,1.08,74.0,1108.0,15.6882743761,15.6882743761,15.6882743761,3.9608426346,3.9608426346,3.0,3.0
207,211.0,6.9,38.0,0.0,0.0,7213.0,21638.0,36.0,56,10.2,0.0,0.0,0.0,0.0,1.6,880,100.0,880.0,1883.0,21.0,0.0,0.0,0.36,2.0,1.7,15.0,0.23,2.0,1.07,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
208,212.0,9.1,49.0,8.8,47.0,33744.0,2969474.0,37.0,199,37.3,0.0,0.0,53.0,265.0,0.9,499,45.0,226.0,1884.0,48.0,0.0,0.0,0.37,2.0,0.3,1.0,0.6,3.0,1.27,100.0,499.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
209,213.0,0.6,2.0,14.86,48.0,127563.0,2933951.0,31.0,107,33.1,,,27.0,165.0,1.9,602,76.0,455.0,1944.0,50.0,5.57,18.0,7.43,24.0,0.0,0.0,1.0,6.0,1.14,100.0,602.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
210,215.0,9.4,28.0,0.0,0.0,829.0,2487.0,41.0,54,17.9,100.0,0.94,0.0,0.0,1.1,328,100.0,328.0,3865.0,35.0,0.66,2.0,5.31,16.0,0.0,0.0,0.0,0.0,1.09,78.0,255.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
211,216.0,4.9,,0.97,2.0,7168.0,7168.0,65.0,40,19.5,,,57.0,206.0,1.8,362,51.0,185.0,3553.0,37.0,0.49,1.0,9.24,19.0,0.0,0.0,0.0,0.0,1.02,100.0,362.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
212,217.0,5.1,21.0,0.0,0.0,,,,69,16.5,0.0,0.0,0.0,0.0,1.2,507,100.0,505.0,3483.0,37.0,0.48,2.0,8.61,36.0,0.2,1.0,0.0,0.0,1.08,90.0,455.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
213,218.0,2.4,12.0,1.36,7.0,4460.0,49061.0,17.0,83,16.2,0.0,0.0,34.0,362.0,2.1,1074,64.0,682.0,2122.0,28.0,0.19,1.0,1.95,,0.2,2.0,0.37,4.0,1.04,90.0,963.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
214,219.0,13.6,152.0,2.85,32.0,38624.0,1853932.0,24.0,254,22.6,72.9,4.95,29.0,286.0,0.9,982,23.0,227.0,1884.0,24.0,0.18,2.0,0.27,3.0,0.3,1.0,0.1,1.0,1.16,92.0,906.0,6.97256638936,15.6882743761,11.3304203827,2.6405617564,3.9608426346,2.0,3.0
215,220.0,2.7,12.0,0.7,3.0,5633.0,135202.0,37.0,58,13.5,0.0,0.0,51.0,335.0,1.5,660,100.0,658.0,1438.0,42.0,0.0,0.0,1.4,6.0,0.8,5.0,0.45,3.0,1.11,52.0,341.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
216,221.0,13.7,58.0,0.24,1.0,13050.0,182698.0,34.0,68,16.1,32.26,0.9,55.0,642.0,2.8,1176,28.0,327.0,2015.0,22.0,0.47,2.0,1.18,5.0,1.0,4.0,0.34,4.0,1.15,51.0,594.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
217,222.0,1.5,5.0,0.0,0.0,,,,51,16.4,100.0,0.74,0.0,0.0,2.2,674,92.0,620.0,2499.0,26.0,1.6,5.0,4.17,13.0,0.3,2.0,0.0,0.0,1.11,89.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,223.0,4.0,12.0,0.0,0.0,3486.0,34861.0,49.0,50,17.1,0.0,0.0,55.0,367.0,2.3,667,93.0,621.0,1539.0,51.0,0.0,0.0,3.43,,1.0,6.0,1.65,11.0,1.22,100.0,665.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
219,224.0,0.0,0.0,1.3,5.0,12830.0,64152.0,26.0,67,17.4,61.95,2.67,15.0,158.0,2.8,1072,44.0,470.0,2217.0,27.0,0.0,0.0,3.89,15.0,0.2,1.0,0.19,2.0,1.12,96.0,1031.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
220,225.0,20.4,267.0,0.15,2.0,3403.0,17014.0,15.0,38,2.9,0.0,0.0,0.0,0.0,0.4,540,44.0,237.0,1762.0,25.0,0.0,0.0,0.3,4.0,0.4,1.0,0.19,1.0,1.17,0.0,0.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
221,226.0,0.4,0.0,0.0,0.0,2154.0,2154.0,33.0,24,20.8,0.0,0.0,,48.0,4.1,476,35.0,164.0,1671.0,59.0,0.87,1.0,6.06,7.0,0.0,0.0,0.0,0.0,1.11,100.0,476.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
222,227.0,12.3,73.0,0.0,0.0,5685.0,11370.0,28.0,56,9.4,0.0,0.0,0.0,0.0,1.4,840,100.0,840.0,1705.0,21.0,0.51,3.0,1.35,8.0,1.7,14.0,0.83,7.0,1.04,45.0,382.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
223,228.0,54.7,454.0,0.12,1.0,4341.0,30389.0,46.0,22,2.7,0.0,0.0,0.0,0.0,0.2,181,100.0,181.0,2365.0,16.0,0.0,0.0,0.0,0.0,1.7,3.0,0.0,0.0,1.25,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
224,229.0,29.3,395.0,0.07,1.0,5248.0,36736.0,32.0,105,7.8,0.0,0.0,7.0,63.0,0.6,861,92.0,792.0,2090.0,19.0,6.98,94.0,0.37,5.0,0.9,8.0,0.81,7.0,1.19,16.0,138.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
225,230.0,17.8,49.0,1.09,3.0,13084.0,104668.0,22.0,46,16.8,0.0,0.0,0.0,0.0,4.4,1233,18.0,223.0,1009.0,49.0,104.9,288.0,1.82,5.0,0.0,0.0,0.97,12.0,1.29,100.0,1233.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
226,231.0,12.0,149.0,0.96,12.0,21300.0,170398.0,12.0,113,9.1,19.01,0.88,59.0,652.0,0.9,1107,49.0,541.0,2003.0,19.0,0.32,4.0,0.4,5.0,0.7,5.0,0.18,2.0,1.21,46.0,507.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
227,232.0,18.6,87.0,1.71,8.0,16307.0,114151.0,15.0,69,14.7,,,75.0,715.0,2.0,952,93.0,883.0,1745.0,16.0,13.44,63.0,0.85,4.0,0.2,2.0,0.42,4.0,1.16,46.0,441.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
228,233.0,5.3,35.0,3.48,23.0,43583.0,1089580.0,,121,18.3,28.03,1.62,0.0,0.0,1.7,1125,50.0,557.0,2567.0,24.0,0.15,1.0,1.81,12.0,0.0,0.0,0.18,2.0,1.19,85.0,958.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
229,234.0,29.9,387.0,0.7,9.0,14747.0,781609.0,33.0,151,11.7,0.0,0.0,0.0,0.0,0.7,921,100.0,921.0,1831.0,33.0,0.0,0.0,1.78,23.0,0.7,6.0,1.41,13.0,1.12,51.0,473.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
230,235.0,2.4,12.0,0.41,2.0,8047.0,24140.0,28.0,86,17.5,36.33,0.89,2.0,14.0,1.8,905,80.0,727.0,2198.0,47.0,1.63,8.0,6.92,34.0,0.1,1.0,0.44,4.0,1.13,77.0,694.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
231,236.0,7.9,57.0,1.39,,116799.0,817596.0,19.0,119,16.6,47.65,1.72,23.0,102.0,0.6,451,100.0,451.0,4145.0,21.0,0.0,0.0,3.76,27.0,0.2,1.0,0.22,1.0,1.08,55.0,247.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
232,237.0,14.8,142.0,0.1,1.0,3695.0,70211.0,40.0,91,9.5,0.0,0.0,0.0,0.0,1.1,1026,91.0,935.0,1469.0,30.0,7.01,67.0,0.94,9.0,1.2,11.0,0.88,9.0,1.17,71.0,731.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
233,238.0,8.3,46.0,0.36,2.0,27292.0,682305.0,41.0,85,15.5,,,46.0,408.0,1.6,881,96.0,842.0,1441.0,37.0,0.18,1.0,1.82,,0.8,7.0,1.14,,1.16,76.0,673.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
234,240.0,10.4,41.0,0.51,2.0,17543.0,508742.0,55.0,87,22.1,0.0,0.0,100.0,888.0,2.3,888,64.0,564.0,1203.0,61.0,0.51,2.0,5.34,21.0,0.4,2.0,0.9,8.0,1.19,100.0,888.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
235,241.0,3.4,19.0,0.18,1.0,18677.0,56032.0,20.0,100,17.6,81.63,3.2,0.0,0.0,1.3,739,85.0,628.0,3463.0,28.0,0.88,5.0,7.03,40.0,0.0,0.0,0.0,0.0,1.09,55.0,403.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
236,242.0,18.6,52.0,0.0,0.0,10159.0,20318.0,24.0,31,11.1,100.0,2.42,0.0,0.0,1.8,507,100.0,507.0,1981.0,13.0,0.0,0.0,0.0,0.0,2.4,12.0,0.2,1.0,1.14,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
237,243.0,59.2,322.0,0.0,0.0,990.0,990.0,31.0,5,0.9,26.25,0.63,0.0,0.0,0.1,46,100.0,46.0,1957.0,47.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,4.0,2.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
238,244.0,27.0,187.0,0.14,1.0,,,,49,7.1,56.72,2.49,0.0,0.0,1.0,694,100.0,691.0,1686.0,26.0,0.0,0.0,1.01,7.0,1.2,8.0,0.29,2.0,1.05,9.0,60.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
239,245.0,3.0,5.0,0.0,0.0,4426.0,66394.0,42.0,37,21.0,,,0.0,0.0,3.7,646,35.0,223.0,1628.0,44.0,2.27,4.0,2.27,4.0,0.5,1.0,1.7,11.0,1.18,100.0,646.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
240,246.0,3.3,9.0,2.11,6.0,14640.0,263513.0,24.0,87,30.6,,,55.0,668.0,4.2,1206,12.0,150.0,2039.0,44.0,0.0,0.0,2.46,7.0,0.9,6.0,1.33,16.0,1.2,100.0,1206.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
241,247.0,21.2,28.0,3.82,5.0,37616.0,489010.0,28.0,45,34.4,,,100.0,453.0,3.5,453,3.0,13.0,1528.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,7.0,1.21,100.0,453.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
242,248.0,4.1,7.0,4.95,8.0,9650.0,202652.0,39.0,44,27.2,100.0,1.15,72.0,602.0,5.2,836,1.0,8.0,1056.0,34.0,0.0,0.0,0.62,1.0,,,1.91,16.0,1.07,100.0,836.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
243,249.0,0.0,0.0,0.0,0.0,5188.0,62250.0,34.0,38,29.6,,,100.0,531.0,4.1,531,,53.0,1382.0,47.0,0.0,0.0,0.0,0.0,1.9,1.0,1.32,7.0,1.05,100.0,531.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
244,250.0,17.6,57.0,0.31,1.0,2714.0,5428.0,12.0,38,11.7,0.0,0.0,26.0,178.0,2.1,674,47.0,318.0,2264.0,18.0,0.0,0.0,0.92,3.0,0.9,6.0,0.15,1.0,1.02,33.0,225.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
245,251.0,23.4,70.0,0.33,1.0,736.0,736.0,15.0,45,15.0,0.0,0.0,11.0,75.0,2.2,672,100.0,672.0,2430.0,13.0,1.33,4.0,2.0,6.0,0.7,5.0,0.3,2.0,1.12,40.0,269.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
246,252.0,8.1,20.0,0.41,1.0,1611.0,1611.0,53.0,27,11.0,0.0,0.0,14.0,48.0,1.4,344,100.0,344.0,2377.0,25.0,0.0,0.0,3.26,8.0,0.6,2.0,0.58,2.0,0.98,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
247,253.0,0.0,0.0,8.39,54.0,200536.0,4010727.0,12.0,122,19.0,100.0,2.25,33.0,285.0,1.3,866,57.0,495.0,2594.0,22.0,0.0,0.0,3.11,20.0,0.3,2.0,0.12,1.0,1.15,85.0,732.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
248,254.0,38.8,549.0,2.69,38.0,103407.0,5480567.25,20.0,259,18.3,68.08,3.37,52.0,295.0,0.4,570,8.0,46.0,1440.0,53.0,0.0,0.0,0.21,3.0,0.0,0.0,0.18,1.0,1.23,99.0,567.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
249,255.0,5.1,24.0,2.32,11.0,19573.0,78292.0,17.0,108,22.8,,,68.0,839.0,2.6,1232,47.0,582.0,3206.0,20.0,40.91,194.0,4.64,22.0,0.2,2.0,0.08,1.0,1.05,73.0,897.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
250,256.0,53.4,2190.0,0.17,7.0,5120.0,46081.0,43.0,196,4.8,,,0.0,0.0,0.3,1238,100.0,1235.0,3411.0,19.0,4.12,169.0,1.29,53.0,0.2,3.0,0.16,2.0,1.09,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
251,257.0,3.6,43.0,0.92,11.0,19223.0,461342.0,8.0,146,12.3,93.93,2.01,72.0,1055.0,1.2,1456,38.0,556.0,2282.0,13.0,0.84,,0.25,3.0,0.1,1.0,0.0,0.0,1.26,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
252,258.0,13.2,109.0,0.24,2.0,5160.0,61921.0,43.0,83,,0.0,0.0,7.0,73.0,1.2,1031,100.0,1030.0,1511.0,33.0,7.14,59.0,1.57,13.0,1.1,11.0,1.84,19.0,1.13,87.0,895.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
253,259.0,6.7,28.0,0.0,0.0,5235.0,94235.0,45.0,53,12.9,100.0,0.25,57.0,557.0,2.4,981,60.0,592.0,1587.0,19.0,0.73,3.0,1.22,5.0,1.1,8.0,2.96,29.0,1.02,86.0,842.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
254,260.0,13.1,184.0,1.07,15.0,65574.0,4131155.0,26.0,343,24.4,0.0,0.0,8.0,102.0,0.9,1255,86.0,1073.0,1657.0,33.0,0.14,2.0,0.85,12.0,0.6,6.0,0.88,11.0,1.2,99.0,1241.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
255,261.0,0.1,0.0,0.0,0.0,,,,62,11.4,45.45,2.65,1.0,9.0,1.6,860,100.0,860.0,1716.0,36.0,0.0,0.0,4.05,22.0,0.1,1.0,0.23,2.0,1.09,100.0,860.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
