,NPA,Vacant_Land,Vacant_Land_Area,Commercial_Construction,Commercial_Construction_Permitted_Units,Commercial_Size,Commercial_Size_Total,Commercial_Building_Age,Impervious_Surface,Impervious_Surface_Area,Adopt_a_Stream,Adopt_a_Stream_Length,Pharmacy_Proximity,Pharmacy_Proximate_Units,Housing_Density,Housing_Units,Single_Family_Housing,Single_Family_Units,Housing_Size,Housing_Age,New_Residential,New_Residential_Permit_Units,Residential_Renovation,Residential_Renovation_Permit_Units,Foreclosures,Foreclosed_Units,Housing_Violations,Housing_Violations_Total,Street_Connectivity,Transit_Proximity,Transit_Proximate_Units,Violent_Crime_Rate,Property_Crime_Rate,Combined_Crime_Rate,Violent_Crime_Rate_Log2,Property_Crime_Rate_Log2,Violent_Crime_Rate_Class,Property_Crime_Rate_Class
236,242,18.6,52,0.0,0,10159.0,20318.0,24.0,31,11.1,100.0,2.42,0.0,0.0,1.8,507,100.0,507.0,1981.0,13.0,0.0,0,0.0,0,2.4,12.0,0.2,1.0,1.14,0,0.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
237,243,59.2,322,0.0,0,990.0,990.0,31.0,5,0.9,26.25,0.63,0.0,0.0,0.1,46,100.0,46.0,1957.0,47.0,0.18,1,0.0,0,0.0,0.0,0.0,0.0,1.14,4,2.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
244,250,17.6,57,0.31,1,2714.0,5428.0,12.0,38,11.7,0.0,0.0,26.0,178.0,2.1,674,47.0,318.0,2264.0,18.0,0.0,0,0.92,3,0.9,6.0,0.15,1.0,1.02,33,225.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
245,251,23.4,70,0.33,1,736.0,736.0,15.0,45,15.0,0.0,0.0,11.0,75.0,2.2,672,100.0,672.0,2430.0,13.0,1.33,4,2.0,6,0.7,5.0,0.3,2.0,1.12,40,269.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
246,252,8.1,20,0.41,1,1611.0,1611.0,53.0,27,11.0,0.0,0.0,14.0,48.0,1.4,344,100.0,344.0,2377.0,25.0,0.0,0,3.26,8,0.6,2.0,0.58,2.0,0.98,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
247,253,0.0,0,8.39,54,200536.0,4010727.0,12.0,122,19.0,100.0,2.25,33.0,285.0,1.3,866,57.0,495.0,2594.0,22.0,0.0,0,3.11,20,0.3,2.0,0.12,1.0,1.15,85,732.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
248,254,38.8,549,2.69,38,103407.0,5480567.25,20.0,259,18.3,68.08,3.37,52.0,295.0,0.4,570,8.0,46.0,1440.0,53.0,0.0,0,0.21,3,0.0,0.0,0.18,1.0,1.23,99,567.0,15.6882743761,19.4312434833,17.5597589297,3.9608426346,4.408088416,3.0,2.0
251,257,3.6,43,0.92,11,19223.0,461342.0,8.0,146,12.3,93.93,2.01,72.0,1055.0,1.2,1456,38.0,556.0,2282.0,13.0,0.84,10,0.25,3,0.1,1.0,0.0,0.0,1.26,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
252,258,13.2,109,0.24,2,5160.0,61921.0,43.0,83,10.0,0.0,0.0,7.0,73.0,1.2,1031,100.0,1030.0,1511.0,33.0,7.14,59,1.57,13,1.1,11.0,1.84,19.0,1.13,87,895.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
253,259,6.7,28,0.0,0,5235.0,94235.0,45.0,53,12.9,100.0,0.25,57.0,557.0,2.4,981,60.0,592.0,1587.0,19.0,0.73,3,1.22,5,1.1,8.0,2.96,29.0,1.02,86,842.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
254,260,13.1,184,1.07,15,65574.0,4131155.0,26.0,343,24.4,0.0,0.0,8.0,102.0,0.9,1255,86.0,1073.0,1657.0,33.0,0.14,2,0.85,12,0.6,6.0,0.88,11.0,1.2,99,1241.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
256,262,5.6,56,0.0,0,46880.0,46880.0,26.0,142,14.0,91.52,3.67,17.0,208.0,1.2,1233,84.0,1039.0,3643.0,25.0,0.0,0,5.34,54,0.2,2.0,0.24,3.0,1.08,33,401.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
257,263,2.8,18,0.16,1,13351.0,26701.0,21.0,108,17.1,0.0,0.0,22.0,230.0,1.7,1062,81.0,864.0,2625.0,29.0,0.79,5,8.08,51,0.0,0.0,0.09,1.0,1.02,90,953.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
258,264,12.1,39,0.31,1,3585.0,7170.0,24.0,56,17.2,19.75,0.63,50.0,489.0,3.0,975,37.0,360.0,2691.0,20.0,0.0,0,3.38,11,0.0,0.0,0.31,3.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
260,266,20.6,385,0.16,3,12054.0,96432.0,31.0,99,5.3,30.21,3.16,25.0,266.0,0.6,1057,99.0,1050.0,1944.0,22.0,1.92,36,0.43,8,0.2,2.0,0.19,2.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
263,269,3.0,14,0.66,3,22151.0,243662.0,16.0,103,22.5,0.0,0.0,45.0,547.0,2.6,1205,54.0,649.0,2446.0,30.0,1.97,9,5.03,23,0.1,1.0,0.25,3.0,1.13,99,1198.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
267,273,26.5,160,0.17,1,4039.0,12116.0,24.0,38,6.3,0.0,0.0,0.0,0.0,1.2,718,90.0,646.0,1964.0,12.0,3.64,22,0.5,3,1.7,12.0,0.14,1.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
269,275,3.2,12,1.54,6,9985.0,169743.0,19.0,77,19.7,23.99,1.36,43.0,389.0,2.3,895,50.0,445.0,2783.0,25.0,0.0,0,1.79,7,0.4,2.0,0.11,1.0,1.01,10,88.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
270,276,12.2,50,1.46,6,17144.0,102864.0,48.0,50,12.2,0.0,0.0,0.0,0.0,1.6,668,100.0,668.0,2155.0,20.0,0.0,0,1.46,6,0.3,2.0,0.45,3.0,1.02,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
271,277,31.5,290,0.11,1,2192.0,2192.0,39.0,58,6.3,74.69,1.21,0.0,0.0,0.8,740,100.0,737.0,2189.0,14.0,1.41,13,0.76,7,0.7,5.0,0.14,1.0,1.15,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
274,280,11.3,103,1.64,15,46631.0,3404056.0,29.0,228,24.9,0.0,0.0,0.0,0.0,0.4,409,83.0,340.0,1559.0,22.0,0.11,1,0.98,9,2.5,10.0,2.44,10.0,1.0,43,174.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
276,282,20.2,70,0.0,0,625.0,625.0,43.0,30,8.6,0.0,0.0,0.0,0.0,1.5,514,100.0,514.0,1845.0,20.0,2.87,10,1.15,4,1.0,5.0,0.78,4.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
277,283,18.2,79,0.23,1,52976.0,52976.0,30.0,63,14.5,0.0,0.0,30.0,319.0,2.4,1050,80.0,842.0,1625.0,24.0,0.23,1,3.45,15,0.8,8.0,0.86,9.0,1.09,66,688.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
278,284,63.8,607,3.05,29,5846.0,11692.0,12.0,72,7.6,0.0,0.0,0.0,0.0,0.3,288,100.0,288.0,3971.0,20.0,2.52,24,2.0,19,0.3,1.0,0.0,0.0,1.2,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
280,286,26.0,427,0.06,1,31361.0,1223072.0,34.0,176,10.7,0.0,0.0,0.0,0.0,0.0,80,53.0,42.0,1499.0,52.0,0.0,0,0.12,2,0.0,0.0,0.0,0.0,1.25,0,0.0,15.6882743761,43.7202978374,29.7042861067,3.9608426346,6.612132624,3.0,3.0
283,289,23.8,300,1.03,13,53520.0,695758.0,9.0,147,11.7,26.14,1.77,8.0,108.0,1.0,1303,100.0,1300.0,2006.0,15.0,1.43,18,0.64,8,0.2,2.0,0.08,1.0,1.13,17,224.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
286,292,22.4,69,1.96,6,15752.0,488307.0,48.0,48,15.7,0.0,0.0,21.0,87.0,1.3,409,55.0,223.0,1036.0,37.0,0.0,0,1.96,6,0.0,0.0,3.18,13.0,1.15,100,409.0,15.6882743761,19.4312434833,17.5597589297,3.9608426346,4.408088416,3.0,2.0
288,294,23.3,87,0.27,1,26171.0,444909.0,38.0,53,14.2,100.0,1.59,0.0,0.0,1.2,431,38.0,165.0,1092.0,63.0,0.0,0,0.54,2,0.0,0.0,3.71,16.0,1.07,100,431.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
289,295,7.3,8,0.94,1,2894.0,14470.0,33.0,26,24.5,0.0,0.0,0.0,0.0,4.9,521,50.0,260.0,1230.0,44.0,0.94,1,4.71,5,1.3,3.0,2.11,11.0,1.29,100,521.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
293,299,22.5,108,1.67,8,9491.0,113895.0,35.0,80,16.7,60.36,2.01,32.0,382.0,2.5,1182,62.0,728.0,1652.0,21.0,17.11,82,1.46,7,0.7,8.0,0.34,4.0,1.1,73,861.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
295,301,21.2,113,0.0,0,598.0,598.0,3.0,53,10.0,60.06,2.0,0.0,0.0,1.5,808,100.0,808.0,1993.0,20.0,0.38,2,0.75,4,0.6,5.0,0.12,1.0,1.05,2,14.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
296,302,0.0,0,0.81,3,2865.0,8596.0,33.0,70,18.8,100.0,1.79,47.0,567.0,3.2,1205,59.0,705.0,2546.0,25.0,0.0,0,8.86,33,0.4,3.0,0.41,5.0,1.04,95,1147.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
297,303,0.0,0,6.01,12,16464.0,345746.0,27.0,65,32.6,100.0,1.05,86.0,775.0,4.5,898,16.0,147.0,2262.0,35.0,0.0,0,3.01,6,0.0,0.0,0.22,2.0,1.26,100,898.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
300,306,37.0,251,6.04,41,48983.0,1959331.0,29.0,106,15.6,0.0,0.0,0.0,0.0,0.6,412,12.0,51.0,1098.0,63.0,0.15,1,0.0,0,0.0,0.0,2.67,11.0,1.17,100,412.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
301,307,2.4,12,0.58,3,85455.0,940003.0,20.0,90,17.5,0.0,0.0,39.0,569.0,2.8,1442,55.0,796.0,1580.0,30.0,0.0,0,2.91,15,0.6,5.0,0.35,5.0,1.17,100,1440.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
303,309,3.4,25,0.0,0,2870.0,2870.0,19.0,72,9.9,0.0,0.0,0.0,0.0,0.9,617,87.0,536.0,2538.0,22.0,0.14,1,2.62,19,0.0,0.0,0.16,1.0,1.05,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
305,311,8.7,34,0.51,2,6478.0,97164.0,55.0,59,15.2,0.75,0.02,1.0,4.0,1.5,573,96.0,549.0,1283.0,62.0,0.26,1,3.08,12,0.2,1.0,4.19,24.0,1.43,100,573.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
307,313,7.7,50,1.08,7,101228.0,3441745.0,21.0,198,30.6,61.24,1.88,0.0,0.0,0.9,575,78.0,449.0,1585.0,24.0,0.0,0,0.46,3,0.4,2.0,0.35,2.0,1.01,99,570.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
308,314,1.3,4,1.25,4,2510.0,25100.0,52.0,49,15.4,100.0,3.59,12.0,109.0,2.9,933,45.0,417.0,1339.0,59.0,1.25,4,3.76,12,0.5,2.0,2.47,23.0,1.17,100,933.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
309,315,11.1,27,3.74,9,6273.0,545728.0,62.0,70,29.1,100.0,1.64,100.0,397.0,1.6,397,71.0,280.0,1492.0,69.0,0.42,1,6.24,15,0.4,1.0,0.76,3.0,1.29,100,397.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
310,316,6.4,28,2.09,9,14015.0,434459.0,30.0,122,28.3,82.42,3.89,86.0,1245.0,3.4,1449,35.0,511.0,1775.0,46.0,0.0,0,2.09,9,0.6,3.0,1.73,25.0,1.19,100,1449.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
311,317,18.8,32,0.0,0,16311.0,130487.0,34.0,23,13.6,38.67,0.29,0.0,0.0,1.8,308,68.0,208.0,1105.0,67.0,0.0,0,2.36,4,1.0,2.0,2.92,9.0,1.12,100,308.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
312,318,6.8,26,0.26,1,14044.0,112348.0,18.0,63,16.4,100.0,1.96,27.0,189.0,1.8,693,95.0,659.0,2008.0,35.0,0.0,0,4.16,16,0.0,0.0,0.29,2.0,1.12,23,160.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
313,319,5.4,39,1.81,13,40547.0,1784065.0,25.0,157,21.9,71.21,1.88,13.0,143.0,1.5,1081,89.0,957.0,1529.0,34.0,0.0,0,1.25,9,0.6,6.0,0.74,8.0,1.14,40,434.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
320,326,3.1,5,0.66,1,3076.0,27685.0,56.0,28,18.4,100.0,1.07,0.0,0.0,2.7,411,60.0,248.0,1050.0,67.0,0.0,0,4.61,7,2.4,6.0,10.95,45.0,1.32,100,411.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
322,328,17.1,124,0.41,3,26250.0,1076242.0,32.0,134,18.4,0.0,0.0,49.0,187.0,0.5,381,99.0,378.0,1703.0,43.0,0.0,0,0.69,5,0.0,0.0,0.52,2.0,1.25,83,316.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
323,329,33.7,159,1.91,9,7940.0,47637.0,41.0,53,11.3,100.0,0.25,29.0,222.0,1.6,758,81.0,612.0,1874.0,21.0,0.64,3,1.28,6,1.5,11.0,0.4,3.0,1.06,79,598.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
324,330,10.7,69,0.47,3,10704.0,107042.0,46.0,56,8.7,0.0,0.0,0.0,0.0,1.2,771,100.0,771.0,1581.0,21.0,0.16,1,0.78,5,0.7,5.0,1.82,14.0,1.03,33,257.0,1.74314159734,4.85781087082,3.30047623408,1.3202808782,2.204044208,1.0,1.0
325,331,33.4,436,1.99,26,35604.0,2385456.0,24.0,247,18.9,0.0,0.0,35.0,243.0,0.5,696,24.0,167.0,1833.0,36.0,2.83,37,0.08,1,1.2,2.0,0.14,1.0,1.25,96,666.0,6.97256638936,43.7202978374,25.3464321134,2.6405617564,6.612132624,2.0,3.0
326,332,31.6,188,0.0,0,18866.0,75465.0,17.0,50,8.4,12.19,0.79,0.0,0.0,1.2,713,90.0,644.0,1998.0,16.0,0.17,1,1.85,11,1.3,9.0,0.42,3.0,1.15,67,481.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
327,333,18.5,114,0.0,0,19207.0,57621.0,27.0,84,13.6,0.0,0.0,16.0,166.0,1.7,1060,100.0,1060.0,1516.0,35.0,3.07,19,2.58,16,0.8,8.0,1.13,12.0,1.15,12,122.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
330,336,33.6,507,0.46,7,17398.0,208775.0,19.0,126,8.3,0.0,0.0,42.0,794.0,1.3,1908,57.0,1093.0,2486.0,15.0,0.0,0,0.4,6,0.2,3.0,0.37,7.0,1.22,0,0.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
331,337,17.7,126,0.0,0,10265.0,30796.0,25.0,61,8.6,0.0,0.0,0.0,0.0,1.0,724,77.0,555.0,2825.0,17.0,0.28,2,0.99,7,0.3,2.0,0.14,1.0,1.14,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
333,339,10.3,26,15.37,39,20959.0,2074971.0,53.0,101,39.8,0.0,0.0,100.0,1186.0,4.7,1186,3.0,30.0,1251.0,78.0,3.55,9,1.18,3,0.0,0.0,0.0,0.0,1.38,100,1186.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
334,340,5.1,19,33.76,127,85505.0,6583894.0,54.0,127,33.8,100.0,1.33,100.0,4182.0,11.1,4182,2.0,74.0,2099.0,83.0,170.42,641,2.92,11,0.1,3.0,0.24,10.0,1.42,100,4182.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
335,341,3.3,12,29.01,107,110974.0,8988869.3,46.0,157,42.6,100.0,1.98,43.0,808.0,5.1,1898,3.0,59.0,2088.0,19.0,0.0,0,1.9,7,0.2,1.0,0.58,11.0,1.54,100,1898.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
337,343,4.2,11,3.47,9,7300.0,357702.0,64.0,63,24.3,0.0,0.0,53.0,454.0,3.3,861,70.0,605.0,1413.0,73.0,2.7,7,11.55,30,0.2,1.0,0.93,8.0,1.39,100,861.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
339,345,24.5,161,0.61,4,12381.0,99049.0,40.0,54,8.2,0.0,0.0,50.0,190.0,0.6,379,100.0,379.0,1597.0,41.0,0.0,0,0.46,3,0.0,0.0,0.0,0.0,1.27,52,197.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
340,346,7.6,56,2.19,16,63830.0,2808530.0,43.0,195,26.7,0.0,0.0,0.0,0.0,1.4,1056,66.0,696.0,1339.0,52.0,0.0,0,0.82,6,0.3,2.0,1.99,21.0,1.23,100,1051.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
341,347,15.9,22,1.43,2,21616.0,453942.0,57.0,36,25.7,6.38,0.06,0.0,0.0,2.5,345,59.0,203.0,1218.0,63.0,4.29,6,10.73,15,0.6,1.0,4.06,14.0,1.24,100,345.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
342,348,17.4,277,0.06,1,4537.0,127028.0,53.0,147,9.2,50.0,2.8,22.0,288.0,0.8,1284,97.0,1240.0,1786.0,38.0,0.13,2,1.63,26,0.9,12.0,0.31,4.0,1.21,60,765.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
343,349,2.3,7,0.0,0,1583.0,7917.0,42.0,61,20.5,100.0,2.66,75.0,594.0,2.7,790,34.0,267.0,3682.0,41.0,1.01,3,7.73,23,0.0,0.0,0.13,1.0,1.15,93,734.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
344,350,0.0,0,0.96,3,8120.0,40598.0,46.0,75,24.1,100.0,1.52,5.0,37.0,2.4,758,40.0,306.0,2506.0,46.0,0.32,1,7.06,22,0.6,3.0,0.0,0.0,1.14,67,505.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
346,352,1.9,5,0.79,2,5285.0,21139.0,21.0,76,30.0,0.0,0.0,0.0,0.0,4.5,1142,16.0,177.0,2746.0,21.0,0.0,0,1.58,4,0.0,0.0,0.18,2.0,1.04,100,1141.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
347,353,2.1,14,0.58,4,24964.0,124822.0,26.0,113,16.5,75.18,4.12,13.0,127.0,1.5,1003,100.0,1003.0,2418.0,40.0,0.0,0,6.71,46,0.0,0.0,0.1,1.0,1.19,91,914.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
348,354,1.5,4,8.59,22,40284.0,604255.0,25.0,72,28.1,99.44,1.77,50.0,509.0,4.0,1012,10.0,103.0,1672.0,35.0,0.0,0,1.95,5,1.5,4.0,0.0,0.0,1.24,100,1012.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
349,355,1.9,12,9.1,58,58397.0,2686268.0,14.0,183,28.7,99.31,4.34,0.0,0.0,1.7,1049,20.0,213.0,2266.0,17.0,0.0,0,0.78,5,0.0,0.0,0.29,3.0,1.13,39,405.0,15.6882743761,4.85781087082,10.2730426234,3.9608426346,2.204044208,3.0,1.0
351,357,2.7,9,5.5,19,14873.0,252840.0,41.0,96,27.8,0.0,0.0,36.0,518.0,4.2,1439,44.0,629.0,1719.0,46.0,0.58,2,8.68,30,0.2,2.0,0.21,3.0,1.14,99,1427.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
352,358,0.6,5,22.47,185,129060.0,7872634.0,26.0,306,37.2,100.0,4.92,61.0,1010.0,2.0,1665,38.0,634.0,2656.0,50.0,0.49,4,6.68,55,0.0,0.0,0.0,0.0,1.25,100,1665.0,0.0,43.7202978374,21.8601489187,0.0,6.612132624,0.0,3.0
354,360,27.2,386,0.21,3,8057.0,64453.0,19.0,104,7.3,65.64,3.82,0.0,0.0,1.1,1499,100.0,1499.0,1771.0,20.0,2.11,30,0.99,14,0.9,13.0,0.27,4.0,1.07,31,468.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
355,361,20.9,104,3.63,18,19833.0,1705617.0,56.0,117,23.6,72.41,2.94,0.0,0.0,1.2,596,77.0,459.0,1021.0,66.0,18.97,94,2.02,10,0.9,3.0,4.53,27.0,1.42,100,596.0,15.6882743761,43.7202978374,29.7042861067,3.9608426346,6.612132624,3.0,3.0
356,362,2.8,22,1.6,13,50859.0,1932657.0,34.0,169,20.8,37.41,1.59,0.0,0.0,1.6,1303,61.0,799.0,1212.0,53.0,0.12,1,1.97,16,0.3,2.0,2.46,32.0,1.27,100,1303.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
357,363,19.3,262,1.54,21,29385.0,5436212.0,45.0,362,26.6,0.0,0.0,0.0,0.0,0.9,1205,76.0,912.0,935.0,56.0,0.29,4,1.91,26,0.1,1.0,5.48,66.0,1.23,100,1205.0,15.6882743761,19.4312434833,17.5597589297,3.9608426346,4.408088416,3.0,2.0
358,364,4.0,19,0.83,4,6383.0,255335.0,59.0,132,27.3,100.0,2.58,55.0,628.0,2.4,1149,72.0,826.0,3569.0,53.0,2.28,11,12.82,62,0.1,1.0,0.0,0.0,1.34,100,1149.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
359,365,3.7,10,2.23,6,10943.0,306404.0,47.0,70,26.0,100.0,0.6,90.0,747.0,3.1,826,71.0,588.0,1210.0,60.0,0.0,0,33.75,91,0.2,1.0,0.73,6.0,1.36,100,826.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
360,366,3.6,13,6.61,23,18358.0,2001009.0,51.0,133,38.2,100.0,2.24,100.0,441.0,1.3,441,52.0,230.0,1217.0,63.0,0.0,0,1.44,5,0.0,0.0,0.91,4.0,1.27,100,441.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
361,367,2.6,19,8.75,64,27880.0,6273021.0,59.0,263,36.0,100.0,2.05,89.0,2766.0,4.2,3094,29.0,909.0,1863.0,79.0,16.68,122,7.25,53,0.1,1.0,0.16,5.0,1.41,100,3094.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
364,370,9.9,46,2.76,13,22080.0,1236497.0,29.0,141,29.9,100.0,3.19,87.0,1059.0,2.6,1219,43.0,527.0,936.0,52.0,1.7,8,2.33,11,0.8,3.0,4.51,55.0,1.21,100,1219.0,15.6882743761,43.7202978374,29.7042861067,3.9608426346,6.612132624,3.0,3.0
365,371,7.7,108,0.86,12,17201.0,2218897.0,39.0,339,24.3,83.75,2.01,12.0,261.0,1.6,2254,83.0,1871.0,1324.0,51.0,0.07,1,1.86,26,0.6,11.0,2.88,65.0,1.3,100,2254.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
366,372,5.5,108,0.15,3,10155.0,152321.0,17.0,320,16.4,0.0,0.0,20.0,883.0,2.2,4416,83.0,3647.0,2345.0,17.0,0.0,0,1.79,35,0.5,20.0,0.16,7.0,1.11,8,342.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
367,373,2.3,19,0.82,7,19105.0,114629.0,39.0,178,20.8,0.0,0.0,27.0,306.0,1.3,1113,86.0,959.0,2726.0,48.0,0.94,8,6.2,53,0.2,2.0,0.36,4.0,1.23,70,778.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
368,374,14.0,58,1.68,7,3611.0,122758.0,48.0,65,15.6,0.0,0.0,51.0,576.0,2.7,1137,85.0,968.0,1073.0,56.0,0.48,2,6.48,27,0.9,8.0,6.86,78.0,1.27,100,1137.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
369,375,1.9,19,0.0,0,14783.0,103480.0,18.0,150,15.1,100.0,2.16,37.0,324.0,0.9,867,100.0,866.0,3951.0,33.0,2.02,20,7.07,70,0.0,0.0,0.0,0.0,1.13,76,659.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
370,376,16.6,191,0.0,0,15568.0,140110.0,39.0,109,9.5,20.26,1.23,24.0,358.0,1.3,1517,94.0,1427.0,1772.0,24.0,0.0,0,1.22,14,0.8,11.0,0.4,6.0,1.06,76,1153.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
371,377,9.7,105,0.37,4,13527.0,40580.0,16.0,130,12.0,30.42,1.39,3.0,62.0,1.9,2043,80.0,1643.0,2558.0,14.0,0.09,1,1.67,18,1.0,20.0,0.15,3.0,1.12,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
372,378,3.6,33,1.64,15,11164.0,814968.0,60.0,176,19.3,100.0,2.45,73.0,1582.0,2.4,2168,88.0,1911.0,1727.0,63.0,3.5,32,15.65,143,0.1,1.0,0.23,5.0,1.34,100,2168.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
373,379,2.7,29,0.28,3,28780.0,143899.0,19.0,180,16.8,44.25,2.85,39.0,520.0,1.2,1324,98.0,1302.0,3755.0,20.0,0.47,5,5.96,64,0.1,1.0,0.15,2.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
374,380,2.8,53,0.21,4,1645.0,4934.0,23.0,220,11.7,29.99,2.0,6.0,117.0,1.0,1831,100.0,1831.0,3561.0,25.0,0.16,3,4.15,78,0.1,2.0,0.16,3.0,1.08,7,134.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
375,381,1.6,8,6.7,33,10672.0,384177.0,54.0,125,25.4,100.0,0.94,60.0,1233.0,4.2,2071,37.0,770.0,1419.0,66.0,22.75,112,8.73,43,0.0,0.0,0.14,3.0,1.29,99,2057.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
