,NPA,Vacant_Land,Vacant_Land_Area,Commercial_Construction,Commercial_Construction_Permitted_Units,Commercial_Size,Commercial_Size_Total,Commercial_Building_Age,Impervious_Surface,Impervious_Surface_Area,Adopt_a_Stream,Adopt_a_Stream_Length,Pharmacy_Proximity,Pharmacy_Proximate_Units,Housing_Density,Housing_Units,Single_Family_Housing,Single_Family_Units,Housing_Size,Housing_Age,New_Residential,New_Residential_Permit_Units,Residential_Renovation,Residential_Renovation_Permit_Units,Foreclosures,Foreclosed_Units,Housing_Violations,Housing_Violations_Total,Street_Connectivity,Transit_Proximity,Transit_Proximate_Units,Violent_Crime_Rate,Property_Crime_Rate,Combined_Crime_Rate,Violent_Crime_Rate_Log2,Property_Crime_Rate_Log2,Violent_Crime_Rate_Class,Property_Crime_Rate_Class
95,98,29.0,464,0.0,0,6090.0,30452.0,43.0,78,4.9,30.8,0.81,1.0,10.0,0.6,977,86.0,840.0,2085.0,16.0,6.55,105,0.31,5,1.4,14.0,0.1,1.0,1.08,61,593.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
101,105,5.4,12,0.9,2,2068.0,2068.0,38.0,57,25.7,100.0,1.32,5.0,40.0,3.5,784,24.0,189.0,1856.0,43.0,76.73,170,4.06,9,0.0,0.0,0.26,2.0,1.31,94,737.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
103,107,3.1,5,1.87,3,36869.0,73737.0,19.0,48,30.0,46.28,0.56,62.0,416.0,4.2,675,4.0,25.0,1530.0,58.0,0.0,0,0.0,0,1.6,4.0,0.3,2.0,1.16,100,675.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
105,109,16.4,204,0.24,3,13234.0,383795.0,21.0,128,10.3,0.0,0.0,44.0,421.0,0.8,947,60.0,570.0,3386.0,20.0,0.48,6,2.89,36,0.5,4.0,0.0,0.0,1.11,45,422.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
106,110,20.1,280,0.14,2,11904.0,166657.0,26.0,78,5.6,0.0,0.0,33.0,251.0,0.5,761,68.0,518.0,2266.0,28.0,0.14,2,0.43,6,0.4,2.0,0.13,1.0,1.08,33,251.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
108,112,31.3,512,0.0,0,3053.0,12211.0,69.0,54,3.3,0.0,0.0,0.0,0.0,0.4,584,93.0,544.0,2127.0,29.0,1.34,22,0.67,11,0.2,1.0,0.17,1.0,1.14,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
109,113,17.6,235,0.15,2,14519.0,406523.0,35.0,121,9.0,0.0,0.0,0.0,0.0,1.1,1446,100.0,1445.0,1713.0,19.0,1.49,20,0.6,8,1.0,14.0,0.41,6.0,1.09,5,79.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
110,114,21.9,144,1.52,10,31313.0,1158595.0,30.0,102,15.5,0.0,0.0,0.0,0.0,0.7,441,52.0,227.0,910.0,57.0,0.0,0,0.46,3,0.6,1.0,3.63,16.0,1.13,100,441.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
111,115,9.0,64,0.28,2,10123.0,293565.0,10.0,166,23.1,15.34,0.85,12.0,212.0,2.6,1839,77.0,1411.0,3000.0,12.0,0.0,0,3.2,23,0.2,3.0,0.05,1.0,1.31,0,0.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
113,117,6.3,63,0.5,5,23605.0,283258.0,25.0,86,8.7,0.0,0.0,22.0,318.0,1.5,1479,78.0,1158.0,1999.0,12.0,3.43,34,0.4,4,1.3,15.0,0.41,6.0,1.08,33,495.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
114,118,4.0,13,0.31,1,9227.0,18454.0,17.0,45,14.1,100.0,0.33,0.0,0.0,1.4,432,100.0,432.0,2730.0,30.0,0.0,0,5.0,16,0.2,1.0,0.23,1.0,1.04,71,307.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
115,119,12.0,122,0.49,5,9704.0,155257.0,37.0,98,9.6,0.0,0.0,25.0,117.0,0.5,467,100.0,467.0,1590.0,43.0,0.0,0,0.49,5,0.4,2.0,1.93,9.0,1.26,80,373.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
116,120,11.7,45,0.52,2,10346.0,175890.0,39.0,50,13.1,1.08,0.01,0.0,0.0,1.5,579,49.0,281.0,1137.0,44.0,0.78,3,2.09,8,0.4,1.0,3.97,23.0,1.21,100,579.0,15.6882743761,19.4312434833,17.5597589297,3.9608426346,4.408088416,3.0,2.0
119,123,13.8,167,0.41,5,22504.0,675108.0,26.0,119,9.8,57.97,2.0,1.0,14.0,0.9,1088,74.0,808.0,1472.0,41.0,0.0,0,1.24,15,0.8,6.0,1.47,16.0,1.16,99,1075.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
120,124,11.7,83,1.55,11,18781.0,1558795.0,40.0,245,34.6,5.0,0.03,72.0,635.0,1.3,888,63.0,560.0,1147.0,65.0,0.0,0,1.13,8,0.9,6.0,1.69,15.0,1.32,100,888.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
122,126,80.6,113,0.71,1,4960.0,19839.0,44.0,20,14.2,0.0,0.0,0.0,0.0,2.1,290,29.0,84.0,2221.0,8.0,44.12,62,34.15,48,0.0,0.0,0.69,2.0,1.3,100,290.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
123,127,26.4,119,0.45,2,6184.0,98947.0,35.0,131,29.2,1.2,0.01,27.0,267.0,2.2,989,34.0,332.0,1595.0,38.0,0.0,0,0.67,3,0.6,2.0,0.81,8.0,1.08,99,975.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
124,128,5.2,14,0.37,1,4005.0,72084.0,48.0,55,20.5,0.0,0.0,46.0,480.0,3.9,1042,51.0,535.0,1104.0,57.0,0.0,0,6.7,18,0.2,1.0,4.41,46.0,1.3,100,1042.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
126,130,31.0,1120,0.06,2,8757.0,52541.0,31.0,125,3.5,0.0,0.0,0.0,0.0,0.2,766,82.0,630.0,3338.0,28.0,1.08,39,0.44,16,0.3,2.0,0.26,2.0,1.12,0,0.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
128,132,0.4,1,2.65,5,8970.0,125585.0,56.0,33,17.5,77.04,1.98,0.0,0.0,1.5,281,99.0,279.0,1233.0,64.0,0.0,0,5.3,10,0.5,1.0,0.71,2.0,1.19,100,281.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
130,134,11.7,14,0.0,0,6537.0,26146.0,27.0,22,19.0,100.0,2.02,100.0,449.0,3.9,449,41.0,185.0,1600.0,35.0,0.0,0,1.73,2,1.1,2.0,0.0,0.0,1.18,100,449.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
132,136,14.1,97,0.15,1,3968.0,23806.0,38.0,52,7.5,0.0,0.0,3.0,26.0,1.2,821,98.0,808.0,2158.0,15.0,1.16,8,1.31,9,1.0,8.0,0.12,1.0,1.17,35,285.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
133,137,20.5,144,2.14,15,11810.0,708588.0,39.0,89,12.7,0.0,0.0,1.0,6.0,0.8,547,99.0,543.0,1584.0,21.0,0.14,1,0.14,1,0.9,5.0,0.55,3.0,1.11,8,45.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
134,138,7.0,36,0.2,1,17854.0,1231914.0,37.0,121,23.8,0.0,0.0,0.0,0.0,0.5,251,100.0,251.0,1145.0,55.0,0.0,0,0.79,4,0.0,0.0,2.79,7.0,1.18,100,251.0,15.6882743761,43.7202978374,29.7042861067,3.9608426346,6.612132624,3.0,3.0
135,139,19.5,125,0.31,2,7377.0,206564.0,36.0,55,8.6,0.0,0.0,19.0,125.0,1.0,660,76.0,500.0,1292.0,26.0,0.0,0,1.25,8,1.8,9.0,1.36,9.0,1.16,100,660.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
136,140,13.5,141,0.38,4,20060.0,521560.0,34.0,118,11.3,0.0,0.0,28.0,304.0,1.0,1075,92.0,987.0,1496.0,37.0,0.1,1,1.15,12,0.7,7.0,1.21,13.0,1.18,67,716.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
137,141,12.5,85,1.03,7,25731.0,2701756.0,46.0,191,28.1,10.88,0.32,98.0,335.0,0.5,342,81.0,276.0,1126.0,55.0,0.0,0,0.29,2,0.8,2.0,2.34,8.0,1.31,100,342.0,15.6882743761,43.7202978374,29.7042861067,3.9608426346,6.612132624,3.0,3.0
138,142,1.9,8,2.26,10,64667.0,1552016.0,26.0,166,37.6,100.0,3.04,100.0,1299.0,2.9,1299,20.0,263.0,1227.0,42.0,1.13,5,0.91,4,0.2,1.0,0.69,9.0,1.16,100,1299.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
142,146,11.9,52,1.38,6,29207.0,321279.0,12.0,81,18.6,0.0,0.0,62.0,411.0,1.5,667,91.0,605.0,2026.0,28.0,0.0,0,1.15,5,0.5,3.0,0.45,3.0,1.15,85,564.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
143,147,9.7,44,0.66,3,18675.0,205430.0,31.0,77,16.9,0.0,0.0,25.0,275.0,2.4,1083,47.0,513.0,1699.0,34.0,1.54,7,1.32,6,1.4,12.0,0.65,7.0,1.05,100,1083.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
144,148,4.0,24,0.67,4,6112.0,24449.0,26.0,88,14.7,87.85,0.94,51.0,483.0,1.6,940,67.0,628.0,3049.0,23.0,3.02,18,3.35,20,0.2,1.0,0.11,1.0,1.08,54,505.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
146,150,8.2,46,0.0,0,5987.0,41912.0,32.0,43,7.7,0.0,0.0,8.0,55.0,1.2,680,78.0,533.0,1553.0,24.0,0.0,0,0.72,4,0.6,3.0,1.47,10.0,1.09,45,309.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
148,152,29.6,176,0.0,0,1836.0,1836.0,11.0,23,3.9,20.54,1.15,0.0,0.0,0.5,294,99.0,290.0,1838.0,23.0,0.34,2,0.67,4,0.7,2.0,2.04,6.0,1.11,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
149,153,9.2,74,1.11,9,15879.0,396981.0,14.0,124,15.3,29.69,1.14,19.0,234.0,1.5,1225,100.0,1223.0,2863.0,14.0,0.37,3,1.35,11,0.2,3.0,0.24,3.0,1.08,35,431.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
151,155,37.2,463,0.64,8,9657.0,86913.0,37.0,91,7.3,3.37,0.18,11.0,119.0,0.8,1036,82.0,849.0,1830.0,20.0,1.12,14,0.24,3,0.8,7.0,0.39,4.0,1.05,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
152,156,29.7,332,0.18,2,8988.0,89881.0,24.0,80,7.2,0.0,0.0,36.0,454.0,1.1,1253,97.0,1221.0,1904.0,15.0,2.6,29,1.43,16,1.8,22.0,0.72,9.0,1.08,73,915.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
154,158,6.7,83,1.14,14,69609.0,2784350.0,36.0,263,21.4,41.83,1.69,0.0,0.0,1.1,1288,100.0,1288.0,1376.0,26.0,1.22,15,1.14,14,1.0,13.0,1.09,14.0,1.1,65,837.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
155,159,28.5,139,0.82,4,3650.0,51099.0,46.0,59,12.1,0.0,0.0,0.0,0.0,0.8,397,77.0,305.0,1078.0,44.0,1.02,5,1.84,9,0.4,1.0,4.79,19.0,1.25,100,397.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
156,160,7.0,54,0.9,7,19162.0,862300.0,33.0,124,16.0,0.0,0.0,0.0,0.0,1.4,1106,80.0,880.0,1318.0,38.0,0.0,0,2.06,16,0.8,7.0,2.53,28.0,1.13,100,1106.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
157,161,2.9,9,1.7,5,26569.0,132845.0,33.0,66,22.4,100.0,2.01,0.0,0.0,3.9,1134,8.0,94.0,3749.0,30.0,4.42,13,4.08,12,0.0,0.0,2.12,24.0,1.13,93,1054.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
160,164,1.5,10,6.08,39,10752.0,720370.0,40.0,163,25.4,100.0,1.14,69.0,1225.0,2.8,1766,27.0,480.0,1408.0,58.0,0.31,2,2.81,18,1.4,6.0,5.27,93.0,1.27,100,1766.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
168,172,4.4,41,0.74,7,30728.0,583834.0,15.0,142,15.1,0.0,0.0,38.0,430.0,1.2,1137,53.0,601.0,3053.0,10.0,0.64,6,0.96,9,0.0,0.0,0.0,0.0,1.31,53,602.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
170,174,48.6,1545,1.64,52,45398.0,2496870.0,20.0,256,8.1,29.23,2.33,29.0,181.0,0.2,627,92.0,576.0,1781.0,31.0,0.03,1,0.09,3,0.5,3.0,0.0,0.0,1.14,28,177.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
172,176,2.1,10,0.21,1,1615.0,3229.0,16.0,89,19.0,0.0,0.0,28.0,326.0,2.5,1163,84.0,972.0,2482.0,20.0,0.43,2,4.27,20,0.2,2.0,0.26,3.0,1.11,29,343.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
173,177,1.5,7,0.2,1,468.0,468.0,33.0,77,15.2,56.59,2.49,23.0,184.0,1.6,792,73.0,578.0,2763.0,35.0,1.18,6,5.72,29,0.1,1.0,0.13,1.0,1.1,98,780.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
174,178,16.9,343,2.91,59,54678.0,5850572.0,23.0,378,18.7,53.2,2.99,22.0,287.0,0.6,1311,13.0,167.0,1549.0,47.0,10.92,221,0.64,13,0.0,0.0,0.31,4.0,1.2,78,1025.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
175,179,3.9,19,1.0,5,6559.0,45911.0,40.0,91,18.1,100.0,1.69,24.0,158.0,1.3,660,96.0,635.0,2526.0,50.0,1.79,9,9.37,47,0.2,1.0,0.15,1.0,1.16,72,478.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
176,180,12.4,37,4.01,12,12568.0,377042.0,38.0,65,21.7,100.0,0.12,4.0,22.0,1.7,520,100.0,520.0,1491.0,32.0,0.0,0,2.0,6,0.9,4.0,2.12,11.0,1.11,92,476.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
177,181,2.7,28,0.59,6,24750.0,148502.0,21.0,167,16.4,100.0,5.19,45.0,574.0,1.2,1267,55.0,690.0,3390.0,27.0,0.0,0,3.33,34,0.4,4.0,0.16,2.0,1.07,70,892.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
180,184,1.8,4,0.43,1,8955.0,53732.0,60.0,37,15.8,100.0,1.16,85.0,586.0,2.9,689,100.0,689.0,1474.0,61.0,7.27,17,18.38,43,0.2,1.0,0.15,1.0,1.36,100,689.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
182,186,8.8,56,0.63,4,49514.0,396110.0,28.0,99,15.6,46.72,3.13,34.0,280.0,1.3,828,98.0,811.0,1469.0,31.0,0.47,3,1.73,11,1.6,13.0,0.72,6.0,1.07,73,602.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
185,189,0.0,0,3.65,3,4591.0,9181.0,18.0,20,24.4,100.0,0.2,88.0,400.0,5.5,453,12.0,53.0,4185.0,17.0,0.0,0,3.65,3,0.0,0.0,0.44,2.0,1.05,100,453.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
187,191,10.0,43,0.0,0,6038.0,30189.0,31.0,54,12.7,44.95,1.47,54.0,514.0,2.2,945,63.0,599.0,2008.0,23.0,0.0,0,2.36,10,0.5,4.0,0.11,1.0,1.07,23,216.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
188,192,23.8,331,1.44,20,16842.0,707355.0,21.0,172,12.4,0.0,0.0,0.0,0.0,0.7,1030,61.0,631.0,2534.0,14.0,5.61,78,1.15,16,0.6,4.0,0.0,0.0,1.18,85,873.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
189,193,1.4,4,2.29,7,17761.0,426274.0,42.0,82,26.9,37.59,1.09,64.0,365.0,1.9,567,61.0,344.0,2758.0,49.0,0.66,2,10.16,31,0.2,1.0,0.53,3.0,1.19,100,567.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
190,194,3.9,29,0.81,6,11586.0,104277.0,24.0,119,16.2,56.46,2.01,23.0,231.0,1.4,1014,74.0,748.0,3962.0,24.0,5.7,42,6.79,50,0.1,1.0,0.0,0.0,1.05,71,723.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
191,195,44.5,483,0.0,0,2364.0,7093.0,16.0,68,6.3,0.0,0.0,0.0,0.0,0.8,851,50.0,429.0,2565.0,15.0,0.28,3,0.92,10,0.3,2.0,0.0,0.0,1.15,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
192,196,12.6,121,0.62,6,10734.0,85874.0,43.0,71,7.4,0.0,0.0,41.0,300.0,0.8,738,71.0,521.0,1976.0,19.0,0.31,3,0.62,6,2.2,16.0,0.68,5.0,1.14,87,640.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
193,197,6.8,22,0.94,3,3269.0,3269.0,23.0,54,17.0,0.0,0.0,0.0,3.0,3.1,993,43.0,431.0,1827.0,35.0,0.0,0,1.26,4,1.1,7.0,1.01,10.0,1.13,88,871.0,1.74314159734,4.85781087082,3.30047623408,1.3202808782,2.204044208,1.0,1.0
194,198,7.1,23,0.31,1,5021.0,15063.0,38.0,50,15.7,36.99,1.18,0.0,0.0,2.6,816,44.0,357.0,2838.0,38.0,1.25,4,5.32,17,0.0,0.0,0.12,1.0,1.09,100,816.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
197,201,3.4,28,0.0,0,1940.0,13577.0,30.0,129,15.7,92.94,3.95,24.0,281.0,1.4,1153,57.0,659.0,4072.0,22.0,1.82,15,5.23,43,0.1,1.0,0.09,1.0,1.11,96,1104.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
198,202,1.8,5,0.78,2,27563.0,82688.0,34.0,56,21.9,100.0,1.94,4.0,32.0,2.8,713,63.0,447.0,1477.0,36.0,0.0,0,3.13,8,1.4,6.0,1.12,8.0,1.0,99,705.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
199,203,36.8,192,0.38,2,462.0,462.0,15.0,44,8.4,0.0,0.0,0.0,0.0,1.3,676,82.0,556.0,2260.0,16.0,8.45,44,1.34,7,0.6,4.0,0.0,0.0,1.16,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
200,204,13.0,32,7.19,18,39296.0,550148.0,10.0,81,32.4,100.0,0.98,99.0,614.0,2.5,618,59.0,363.0,2162.0,15.0,6.39,16,2.4,6,0.0,0.0,0.0,0.0,1.12,0,0.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
203,207,12.9,66,5.52,28,50736.0,1927970.0,13.0,172,33.9,0.0,0.0,0.0,0.0,2.9,1494,0.0,5.0,2260.0,8.0,0.79,4,0.79,4,0.0,0.0,0.0,0.0,1.33,100,1494.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
205,209,20.2,169,0.84,7,6399.0,31993.0,16.0,84,10.0,50.5,2.02,9.0,123.0,1.7,1443,78.0,1132.0,1977.0,16.0,3.22,27,0.72,6,0.9,11.0,0.69,10.0,1.14,68,988.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
207,211,6.9,38,0.0,0,7213.0,21638.0,36.0,56,10.2,0.0,0.0,0.0,0.0,1.6,880,100.0,880.0,1883.0,21.0,0.0,0,0.36,2,1.7,15.0,0.23,2.0,1.07,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
208,212,9.1,49,8.8,47,33744.0,2969474.0,37.0,199,37.3,0.0,0.0,53.0,265.0,0.9,499,45.0,226.0,1884.0,48.0,0.0,0,0.37,2,0.3,1.0,0.6,3.0,1.27,100,499.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
210,215,9.4,28,0.0,0,829.0,2487.0,41.0,54,17.9,100.0,0.94,0.0,0.0,1.1,328,100.0,328.0,3865.0,35.0,0.66,2,5.31,16,0.0,0.0,0.0,0.0,1.09,78,255.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
213,218,2.4,12,1.36,7,4460.0,49061.0,17.0,83,16.2,0.0,0.0,34.0,362.0,2.1,1074,64.0,682.0,2122.0,28.0,0.19,1,1.95,10,0.2,2.0,0.37,4.0,1.04,90,963.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
214,219,13.6,152,2.85,32,38624.0,1853932.0,24.0,254,22.6,72.9,4.95,29.0,286.0,0.9,982,23.0,227.0,1884.0,24.0,0.18,2,0.27,3,0.3,1.0,0.1,1.0,1.16,92,906.0,6.97256638936,43.7202978374,25.3464321134,2.6405617564,6.612132624,2.0,3.0
215,220,2.7,12,0.7,3,5633.0,135202.0,37.0,58,13.5,0.0,0.0,51.0,335.0,1.5,660,100.0,658.0,1438.0,42.0,0.0,0,1.4,6,0.8,5.0,0.45,3.0,1.11,52,341.0,15.6882743761,19.4312434833,17.5597589297,3.9608426346,4.408088416,3.0,2.0
216,221,13.7,58,0.24,1,13050.0,182698.0,34.0,68,16.1,32.26,0.9,55.0,642.0,2.8,1176,28.0,327.0,2015.0,22.0,0.47,2,1.18,5,1.0,4.0,0.34,4.0,1.15,51,594.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
218,223,4.0,12,0.0,0,3486.0,34861.0,49.0,50,17.1,0.0,0.0,55.0,367.0,2.3,667,93.0,621.0,1539.0,51.0,0.0,0,3.43,10,1.0,6.0,1.65,11.0,1.22,100,665.0,1.74314159734,19.4312434833,10.5871925403,1.3202808782,4.408088416,1.0,2.0
219,224,0.0,0,1.3,5,12830.0,64152.0,26.0,67,17.4,61.95,2.67,15.0,158.0,2.8,1072,44.0,470.0,2217.0,27.0,0.0,0,3.89,15,0.2,1.0,0.19,2.0,1.12,96,1031.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
220,225,20.4,267,0.15,2,3403.0,17014.0,15.0,38,2.9,0.0,0.0,0.0,0.0,0.4,540,44.0,237.0,1762.0,25.0,0.0,0,0.3,4,0.4,1.0,0.19,1.0,1.17,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
221,226,0.4,0,0.0,0,2154.0,2154.0,33.0,24,20.8,0.0,0.0,10.0,48.0,4.1,476,35.0,164.0,1671.0,59.0,0.87,1,6.06,7,0.0,0.0,0.0,0.0,1.11,100,476.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
222,227,12.3,73,0.0,0,5685.0,11370.0,28.0,56,9.4,0.0,0.0,0.0,0.0,1.4,840,100.0,840.0,1705.0,21.0,0.51,3,1.35,8,1.7,14.0,0.83,7.0,1.04,45,382.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
223,228,54.7,454,0.12,1,4341.0,30389.0,46.0,22,2.7,0.0,0.0,0.0,0.0,0.2,181,100.0,181.0,2365.0,16.0,0.0,0,0.0,0,1.7,3.0,0.0,0.0,1.25,0,0.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
224,229,29.3,395,0.07,1,5248.0,36736.0,32.0,105,7.8,0.0,0.0,7.0,63.0,0.6,861,92.0,792.0,2090.0,19.0,6.98,94,0.37,5,0.9,8.0,0.81,7.0,1.19,16,138.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
225,230,17.8,49,1.09,3,13084.0,104668.0,22.0,46,16.8,0.0,0.0,0.0,0.0,4.4,1233,18.0,223.0,1009.0,49.0,104.9,288,1.82,5,0.0,0.0,0.97,12.0,1.29,100,1233.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
226,231,12.0,149,0.96,12,21300.0,170398.0,12.0,113,9.1,19.01,0.88,59.0,652.0,0.9,1107,49.0,541.0,2003.0,19.0,0.32,4,0.4,5,0.7,5.0,0.18,2.0,1.21,46,507.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
228,233,5.3,35,3.48,23,43583.0,1089580.0,10.0,121,18.3,28.03,1.62,0.0,0.0,1.7,1125,50.0,557.0,2567.0,24.0,0.15,1,1.81,12,0.0,0.0,0.18,2.0,1.19,85,958.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
229,234,29.9,387,0.7,9,14747.0,781609.0,33.0,151,11.7,0.0,0.0,0.0,0.0,0.7,921,100.0,921.0,1831.0,33.0,0.0,0,1.78,23,0.7,6.0,1.41,13.0,1.12,51,473.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
230,235,2.4,12,0.41,2,8047.0,24140.0,28.0,86,17.5,36.33,0.89,2.0,14.0,1.8,905,80.0,727.0,2198.0,47.0,1.63,8,6.92,34,0.1,1.0,0.44,4.0,1.13,77,694.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
231,236,7.9,57,1.39,10,116799.0,817596.0,19.0,119,16.6,47.65,1.72,23.0,102.0,0.6,451,100.0,451.0,4145.0,21.0,0.0,0,3.76,27,0.2,1.0,0.22,1.0,1.08,55,247.0,0.0,19.4312434833,9.71562174164,0.0,4.408088416,0.0,2.0
232,237,14.8,142,0.1,1,3695.0,70211.0,40.0,91,9.5,0.0,0.0,0.0,0.0,1.1,1026,91.0,935.0,1469.0,30.0,7.01,67,0.94,9,1.2,11.0,0.88,9.0,1.17,71,731.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
234,240,10.4,41,0.51,2,17543.0,508742.0,55.0,87,22.1,0.0,0.0,100.0,888.0,2.3,888,64.0,564.0,1203.0,61.0,0.51,2,5.34,21,0.4,2.0,0.9,8.0,1.19,100,888.0,6.97256638936,19.4312434833,13.2019049363,2.6405617564,4.408088416,2.0,2.0
235,241,3.4,19,0.18,1,18677.0,56032.0,20.0,100,17.6,81.63,3.2,0.0,0.0,1.3,739,85.0,628.0,3463.0,28.0,0.88,5,7.03,40,0.0,0.0,0.0,0.0,1.09,55,403.0,0.0,4.85781087082,2.42890543541,0.0,2.204044208,0.0,1.0
